sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3
5789,14/06/2021 18:20:00,4.6,-52,-52
5790,14/06/2021 18:30:00,4.6,-52,-52
5791,14/06/2021 18:40:00,4.6,-52,-52
5792,14/06/2021 18:50:00,4.6,-52,-52
5793,14/06/2021 19:00:00,4.6,-52,-52
5794,14/06/2021 19:10:00,4.6,-52,-52
5795,14/06/2021 19:20:00,4.6,-52,-52
5796,14/06/2021 19:30:00,4.6,-52,-52
5797,14/06/2021 19:40:00,4.6,-52,-52
5798,14/06/2021 19:50:00,4.6,-52,-52
5799,14/06/2021 20:00:00,4.6,-52,-52
5800,14/06/2021 20:10:00,4.6,-52,-52
5801,14/06/2021 20:20:00,4.6,-52,-52
5802,14/06/2021 20:30:00,4.6,-52,-52
5803,14/06/2021 20:40:00,4.6,-52,-52
5804,14/06/2021 20:50:00,4.6,-52,-52
5805,14/06/2021 21:00:00,4.6,-52,-52
5806,14/06/2021 21:10:00,4.6,-52,-52
5807,14/06/2021 21:20:00,4.6,-52,-52
5808,14/06/2021 21:30:00,4.6,-52,-52
5809,14/06/2021 21:40:00,4.6,-52,-52
5810,14/06/2021 21:50:00,4.6,-52,-52
5811,14/06/2021 22:00:00,4.6,-52,-52
5812,14/06/2021 22:10:00,4.6,-52,-52
5813,14/06/2021 22:20:00,4.6,-52,-52
5814,14/06/2021 22:30:00,4.6,-52,-52
5815,14/06/2021 22:40:00,4.6,-52,-52
5816,14/06/2021 22:50:00,4.6,-52,-52
5817,14/06/2021 23:00:00,4.6,-52,-52
5818,14/06/2021 23:10:00,4.6,-52,-52
5819,14/06/2021 23:20:00,4.6,-52,-52
5820,14/06/2021 23:30:00,4.6,-52,-52
5821,14/06/2021 23:40:00,4.6,-52,-52
5822,14/06/2021 23:50:00,4.6,-52,-52
5823,15/06/2021 00:00:00,4.6,-52,-52
5824,15/06/2021 00:10:00,4.6,-52,-52
5825,15/06/2021 00:20:00,4.6,-52,-52
5826,15/06/2021 00:30:00,4.6,-52,-52
5827,15/06/2021 00:40:00,4.6,-52,-52
5828,15/06/2021 00:50:00,4.6,-52,-52
5829,15/06/2021 01:00:00,4.6,-52,-52
5830,15/06/2021 01:10:00,4.6,-52,-52
5831,15/06/2021 01:20:00,4.6,-52,-52
5832,15/06/2021 01:30:00,4.6,-52,-52
5833,15/06/2021 01:40:00,4.6,-52,-52
5834,15/06/2021 01:50:00,4.6,-52,-52
5835,15/06/2021 02:00:00,4.6,-52,-52
